Total Nacional;Distritos;Tipo de dato;Periodo;Total
Total Nacional;4314804 Tarragona distrito 04;Variación anual;2017;0,8
Total Nacional;4314804 Tarragona distrito 04;Variación anual;2016;0,7
Total Nacional;4314804 Tarragona distrito 04;Variación anual;2015;0,2
Total Nacional;4314804 Tarragona distrito 04;Variación anual;2014;0,2
Total Nacional;4314804 Tarragona distrito 04;Variación anual;2013;-3,1
Total Nacional;4314804 Tarragona distrito 04;Variación anual;2012;-1,2
Total Nacional;4314804 Tarragona distrito 04;Variación anual;2011;..
Total Nacional;4314805 Tarragona distrito 05;Índice;2022;114,536
Total Nacional;4314805 Tarragona distrito 05;Índice;2021;112,22
Total Nacional;4314805 Tarragona distrito 05;Índice;2020;110,265
Total Nacional;4314805 Tarragona distrito 05;Índice;2019;109,54
Total Nacional;4314805 Tarragona distrito 05;Índice;2018;106,367
Total Nacional;4314805 Tarragona distrito 05;Índice;2017;103,953
Total Nacional;4314805 Tarragona distrito 05;Índice;2016;101,673
Total Nacional;4314805 Tarragona distrito 05;Índice;2015;100
Total Nacional;4314805 Tarragona distrito 05;Índice;2014;101,187
Total Nacional;4314805 Tarragona distrito 05;Índice;2013;102,913
Total Nacional;4314805 Tarragona distrito 05;Índice;2012;108,788
Total Nacional;4314805 Tarragona distrito 05;Índice;2011;111,405
Total Nacional;4314805 Tarragona distrito 05;Variación anual;2022;2,1
Total Nacional;4314805 Tarragona distrito 05;Variación anual;2021;1,8
Total Nacional;4314805 Tarragona distrito 05;Variación anual;2020;0,7
Total Nacional;4314805 Tarragona distrito 05;Variación anual;2019;3
Total Nacional;4314805 Tarragona distrito 05;Variación anual;2018;2,3
Total Nacional;4314805 Tarragona distrito 05;Variación anual;2017;2,2
Total Nacional;4314805 Tarragona distrito 05;Variación anual;2016;1,7
Total Nacional;4314805 Tarragona distrito 05;Variación anual;2015;-1,2
Total Nacional;4314805 Tarragona distrito 05;Variación anual;2014;-1,7
Total Nacional;4314805 Tarragona distrito 05;Variación anual;2013;-5,4
Total Nacional;4314805 Tarragona distrito 05;Variación anual;2012;-2,3
Total Nacional;4314805 Tarragona distrito 05;Variación anual;2011;..
Total Nacional;4314806 Tarragona distrito 06;Índice;2022;115,921
Total Nacional;4314806 Tarragona distrito 06;Índice;2021;112,846
Total Nacional;4314806 Tarragona distrito 06;Índice;2020;110,716
Total Nacional;4314806 Tarragona distrito 06;Índice;2019;109,428
Total Nacional;4314806 Tarragona distrito 06;Índice;2018;105,987
Total Nacional;4314806 Tarragona distrito 06;Índice;2017;103,237
Total Nacional;4314806 Tarragona distrito 06;Índice;2016;100,848
Total Nacional;4314806 Tarragona distrito 06;Índice;2015;100
Total Nacional;4314806 Tarragona distrito 06;Índice;2014;100,354
Total Nacional;4314806 Tarragona distrito 06;Índice;2013;101,993
Total Nacional;4314806 Tarragona distrito 06;Índice;2012;104,185
Total Nacional;4314806 Tarragona distrito 06;Índice;2011;106,815
Total Nacional;4314806 Tarragona distrito 06;Variación anual;2022;2,7
Total Nacional;4314806 Tarragona distrito 06;Variación anual;2021;1,9
Total Nacional;4314806 Tarragona distrito 06;Variación anual;2020;1,2
Total Nacional;4314806 Tarragona distrito 06;Variación anual;2019;3,2
Total Nacional;4314806 Tarragona distrito 06;Variación anual;2018;2,7
Total Nacional;4314806 Tarragona distrito 06;Variación anual;2017;2,4
Total Nacional;4314806 Tarragona distrito 06;Variación anual;2016;0,8
Total Nacional;4314806 Tarragona distrito 06;Variación anual;2015;-0,4
Total Nacional;4314806 Tarragona distrito 06;Variación anual;2014;-1,6
Total Nacional;4314806 Tarragona distrito 06;Variación anual;2013;-2,1
Total Nacional;4314806 Tarragona distrito 06;Variación anual;2012;-2,5
Total Nacional;4314806 Tarragona distrito 06;Variación anual;2011;..
Total Nacional;4314807 Tarragona distrito 07;Índice;2022;116,744
Total Nacional;4314807 Tarragona distrito 07;Índice;2021;113,551
Total Nacional;4314807 Tarragona distrito 07;Índice;2020;111,762
Total Nacional;4314807 Tarragona distrito 07;Índice;2019;110,197
Total Nacional;4314807 Tarragona distrito 07;Índice;2018;106,198
Total Nacional;4314807 Tarragona distrito 07;Índice;2017;103,559
Total Nacional;4314807 Tarragona distrito 07;Índice;2016;101,74
Total Nacional;4314807 Tarragona distrito 07;Índice;2015;100
Total Nacional;4314807 Tarragona distrito 07;Índice;2014;100,102
Total Nacional;4314807 Tarragona distrito 07;Índice;2013;100,874
Total Nacional;4314807 Tarragona distrito 07;Índice;2012;103,472
Total Nacional;4314807 Tarragona distrito 07;Índice;2011;105,269
Total Nacional;4314807 Tarragona distrito 07;Variación anual;2022;2,8
Total Nacional;4314807 Tarragona distrito 07;Variación anual;2021;1,6
Total Nacional;4314807 Tarragona distrito 07;Variación anual;2020;1,4
Total Nacional;4314807 Tarragona distrito 07;Variación anual;2019;3,8
Total Nacional;4314807 Tarragona distrito 07;Variación anual;2018;2,5
Total Nacional;4314807 Tarragona distrito 07;Variación anual;2017;1,8
Total Nacional;4314807 Tarragona distrito 07;Variación anual;2016;1,7
Total Nacional;4314807 Tarragona distrito 07;Variación anual;2015;-0,1
Total Nacional;4314807 Tarragona distrito 07;Variación anual;2014;-0,8
Total Nacional;4314807 Tarragona distrito 07;Variación anual;2013;-2,5
Total Nacional;4314807 Tarragona distrito 07;Variación anual;2012;-1,7
Total Nacional;4314807 Tarragona distrito 07;Variación anual;2011;..
Total Nacional;4314808 Tarragona distrito 08;Índice;2022;110,875
Total Nacional;4314808 Tarragona distrito 08;Índice;2021;108,926
Total Nacional;4314808 Tarragona distrito 08;Índice;2020;107,023
Total Nacional;4314808 Tarragona distrito 08;Índice;2019;105,936
Total Nacional;4314808 Tarragona distrito 08;Índice;2018;103,394
Total Nacional;4314808 Tarragona distrito 08;Índice;2017;101,73
Total Nacional;4314808 Tarragona distrito 08;Índice;2016;100,625
Total Nacional;4314808 Tarragona distrito 08;Índice;2015;100
Total Nacional;4314808 Tarragona distrito 08;Índice;2014;101,861
Total Nacional;4314808 Tarragona distrito 08;Índice;2013;102,312
Total Nacional;4314808 Tarragona distrito 08;Índice;2012;107,825
Total Nacional;4314808 Tarragona distrito 08;Índice;2011;110,26
Total Nacional;4314808 Tarragona distrito 08;Variación anual;2022;1,8
Total Nacional;4314808 Tarragona distrito 08;Variación anual;2021;1,8
Total Nacional;4314808 Tarragona distrito 08;Variación anual;2020;1
Total Nacional;4314808 Tarragona distrito 08;Variación anual;2019;2,5
Total Nacional;4314808 Tarragona distrito 08;Variación anual;2018;1,6
Total Nacional;4314808 Tarragona distrito 08;Variación anual;2017;1,1
Total Nacional;4314808 Tarragona distrito 08;Variación anual;2016;0,6
Total Nacional;4314808 Tarragona distrito 08;Variación anual;2015;-1,8
Total Nacional;4314808 Tarragona distrito 08;Variación anual;2014;-0,4
Total Nacional;4314808 Tarragona distrito 08;Variación anual;2013;-5,1
Total Nacional;4314808 Tarragona distrito 08;Variación anual;2012;-2,2
Total Nacional;4314808 Tarragona distrito 08;Variación anual;2011;..
Total Nacional;4314809 Tarragona distrito 09;Índice;2022;115,552
Total Nacional;4314809 Tarragona distrito 09;Índice;2021;113,944
Total Nacional;4314809 Tarragona distrito 09;Índice;2020;110,672
Total Nacional;4314809 Tarragona distrito 09;Índice;2019;110,953
Total Nacional;4314809 Tarragona distrito 09;Índice;2018;106,004
Total Nacional;4314809 Tarragona distrito 09;Índice;2017;103,832
Total Nacional;4314809 Tarragona distrito 09;Índice;2016;103,441
Total Nacional;4314809 Tarragona distrito 09;Índice;2015;100
Total Nacional;4314809 Tarragona distrito 09;Índice;2014;100,142
Total Nacional;4314809 Tarragona distrito 09;Índice;2013;103,809
Total Nacional;4314809 Tarragona distrito 09;Índice;2012;..
Total Nacional;4314809 Tarragona distrito 09;Índice;2011;116,023
Total Nacional;4314809 Tarragona distrito 09;Variación anual;2022;1,4
Total Nacional;4314809 Tarragona distrito 09;Variación anual;2021;3
Total Nacional;4314809 Tarragona distrito 09;Variación anual;2020;-0,3
Total Nacional;4314809 Tarragona distrito 09;Variación anual;2019;4,7
Total Nacional;4314809 Tarragona distrito 09;Variación anual;2018;2,1
Total Nacional;4314809 Tarragona distrito 09;Variación anual;2017;0,4
Total Nacional;4314809 Tarragona distrito 09;Variación anual;2016;3,4
Total Nacional;4314809 Tarragona distrito 09;Variación anual;2015;-0,1
Total Nacional;4314809 Tarragona distrito 09;Variación anual;2014;-3,5
Total Nacional;4314809 Tarragona distrito 09;Variación anual;2013;-6
Total Nacional;4314809 Tarragona distrito 09;Variación anual;2012;..
Total Nacional;4314809 Tarragona distrito 09;Variación anual;2011;..
Total Nacional;4421601 Teruel distrito 01;Índice;2022;117,903
Total Nacional;4421601 Teruel distrito 01;Índice;2021;115,522
Total Nacional;4421601 Teruel distrito 01;Índice;2020;112,419
Total Nacional;4421601 Teruel distrito 01;Índice;2019;..
Total Nacional;4421601 Teruel distrito 01;Índice;2018;..
Total Nacional;4421601 Teruel distrito 01;Índice;2017;..
Total Nacional;4421601 Teruel distrito 01;Índice;2016;..
Total Nacional;4421601 Teruel distrito 01;Índice;2015;..
Total Nacional;4421601 Teruel distrito 01;Índice;2014;..
Total Nacional;4421601 Teruel distrito 01;Índice;2013;..
Total Nacional;4421601 Teruel distrito 01;Índice;2012;..
Total Nacional;4421601 Teruel distrito 01;Índice;2011;..
Total Nacional;4421601 Teruel distrito 01;Variación anual;2022;2,1
Total Nacional;4421601 Teruel distrito 01;Variación anual;2021;2,8
Total Nacional;4421601 Teruel distrito 01;Variación anual;2020;1
Total Nacional;4421601 Teruel distrito 01;Variación anual;2019;..
Total Nacional;4421601 Teruel distrito 01;Variación anual;2018;..
Total Nacional;4421601 Teruel distrito 01;Variación anual;2017;..
Total Nacional;4421601 Teruel distrito 01;Variación anual;2016;..
Total Nacional;4421601 Teruel distrito 01;Variación anual;2015;..
Total Nacional;4421601 Teruel distrito 01;Variación anual;2014;..
Total Nacional;4421601 Teruel distrito 01;Variación anual;2013;..
Total Nacional;4421601 Teruel distrito 01;Variación anual;2012;..
Total Nacional;4421601 Teruel distrito 01;Variación anual;2011;..
Total Nacional;4421602 Teruel distrito 02;Índice;2022;116,061
Total Nacional;4421602 Teruel distrito 02;Índice;2021;112,132
Total Nacional;4421602 Teruel distrito 02;Índice;2020;109,109
Total Nacional;4421602 Teruel distrito 02;Índice;2019;108,208
Total Nacional;4421602 Teruel distrito 02;Índice;2018;104,916
Total Nacional;4421602 Teruel distrito 02;Índice;2017;101,712
Total Nacional;4421602 Teruel distrito 02;Índice;2016;100,938
Total Nacional;4421602 Teruel distrito 02;Índice;2015;100
Total Nacional;4421602 Teruel distrito 02;Índice;2014;101,88
Total Nacional;4421602 Teruel distrito 02;Índice;2013;100,66
Total Nacional;4421602 Teruel distrito 02;Índice;2012;105,605
Total Nacional;4421602 Teruel distrito 02;Índice;2011;108,764
Total Nacional;4421602 Teruel distrito 02;Variación anual;2022;3,5
Total Nacional;4421602 Teruel distrito 02;Variación anual;2021;2,8
Total Nacional;4421602 Teruel distrito 02;Variación anual;2020;0,8
Total Nacional;4421602 Teruel distrito 02;Variación anual;2019;3,1
Total Nacional;4421602 Teruel distrito 02;Variación anual;2018;3,2
Total Nacional;4421602 Teruel distrito 02;Variación anual;2017;0,8
Total Nacional;4421602 Teruel distrito 02;Variación anual;2016;0,9
Total Nacional;4421602 Teruel distrito 02;Variación anual;2015;-1,8
Total Nacional;4421602 Teruel distrito 02;Variación anual;2014;1,2
Total Nacional;4421602 Teruel distrito 02;Variación anual;2013;-4,7
Total Nacional;4421602 Teruel distrito 02;Variación anual;2012;-2,9
Total Nacional;4421602 Teruel distrito 02;Variación anual;2011;..
Total Nacional;4421603 Teruel distrito 03;Índice;2022;112,116
Total Nacional;4421603 Teruel distrito 03;Índice;2021;108,86
Total Nacional;4421603 Teruel distrito 03;Índice;2020;106,78
Total Nacional;4421603 Teruel distrito 03;Índice;2019;105,491
Total Nacional;4421603 Teruel distrito 03;Índice;2018;102,959
Total Nacional;4421603 Teruel distrito 03;Índice;2017;101,562
Total Nacional;4421603 Teruel distrito 03;Índice;2016;100,876
Total Nacional;4421603 Teruel distrito 03;Índice;2015;100
Total Nacional;4421603 Teruel distrito 03;Índice;2014;100,802
Total Nacional;4421603 Teruel distrito 03;Índice;2013;101,555
Total Nacional;4421603 Teruel distrito 03;Índice;2012;106,539
Total Nacional;4421603 Teruel distrito 03;Índice;2011;108,857
Total Nacional;4421603 Teruel distrito 03;Variación anual;2022;3
Total Nacional;4421603 Teruel distrito 03;Variación anual;2021;1,9
Total Nacional;4421603 Teruel distrito 03;Variación anual;2020;1,2
Total Nacional;4421603 Teruel distrito 03;Variación anual;2019;2,5
Total Nacional;4421603 Teruel distrito 03;Variación anual;2018;1,4
Total Nacional;4421603 Teruel distrito 03;Variación anual;2017;0,7
Total Nacional;4421603 Teruel distrito 03;Variación anual;2016;0,9
Total Nacional;4421603 Teruel distrito 03;Variación anual;2015;-0,8
Total Nacional;4421603 Teruel distrito 03;Variación anual;2014;-0,7
Total Nacional;4421603 Teruel distrito 03;Variación anual;2013;-4,7
Total Nacional;4421603 Teruel distrito 03;Variación anual;2012;-2,1
Total Nacional;4421603 Teruel distrito 03;Variación anual;2011;..
Total Nacional;4421604 Teruel distrito 04;Índice;2022;127,777
Total Nacional;4421604 Teruel distrito 04;Índice;2021;124,831
Total Nacional;4421604 Teruel distrito 04;Índice;2020;125,495
Total Nacional;4421604 Teruel distrito 04;Índice;2019;..
Total Nacional;4421604 Teruel distrito 04;Índice;2018;..
Total Nacional;4421604 Teruel distrito 04;Índice;2017;..
Total Nacional;4421604 Teruel distrito 04;Índice;2016;..
Total Nacional;4421604 Teruel distrito 04;Índice;2015;..
Total Nacional;4421604 Teruel distrito 04;Índice;2014;..
Total Nacional;4421604 Teruel distrito 04;Índice;2013;..
Total Nacional;4421604 Teruel distrito 04;Índice;2012;..
Total Nacional;4421604 Teruel distrito 04;Índice;2011;..
Total Nacional;4421604 Teruel distrito 04;Variación anual;2022;2,4
Total Nacional;4421604 Teruel distrito 04;Variación anual;2021;-0,5
Total Nacional;4421604 Teruel distrito 04;Variación anual;2020;3,2
Total Nacional;4421604 Teruel distrito 04;Variación anual;2019;..
Total Nacional;4421604 Teruel distrito 04;Variación anual;2018;..
Total Nacional;4421604 Teruel distrito 04;Variación anual;2017;..
Total Nacional;4421604 Teruel distrito 04;Variación anual;2016;..
Total Nacional;4421604 Teruel distrito 04;Variación anual;2015;..
Total Nacional;4421604 Teruel distrito 04;Variación anual;2014;..
Total Nacional;4421604 Teruel distrito 04;Variación anual;2013;..
Total Nacional;4421604 Teruel distrito 04;Variación anual;2012;..
Total Nacional;4421604 Teruel distrito 04;Variación anual;2011;..
Total Nacional;4516801 Toledo distrito 01;Índice;2022;117,462
Total Nacional;4516801 Toledo distrito 01;Índice;2021;114,418
Total Nacional;4516801 Toledo distrito 01;Índice;2020;112,333
Total Nacional;4516801 Toledo distrito 01;Índice;2019;113,623
Total Nacional;4516801 Toledo distrito 01;Índice;2018;108,049
Total Nacional;4516801 Toledo distrito 01;Índice;2017;106,743
Total Nacional;4516801 Toledo distrito 01;Índice;2016;..
Total Nacional;4516801 Toledo distrito 01;Índice;2015;..
Total Nacional;4516801 Toledo distrito 01;Índice;2014;..
Total Nacional;4516801 Toledo distrito 01;Índice;2013;..
Total Nacional;4516801 Toledo distrito 01;Índice;2012;..
Total Nacional;4516801 Toledo distrito 01;Índice;2011;..
Total Nacional;4516801 Toledo distrito 01;Variación anual;2022;2,7
Total Nacional;4516801 Toledo distrito 01;Variación anual;2021;1,9
Total Nacional;4516801 Toledo distrito 01;Variación anual;2020;-1,1
Total Nacional;4516801 Toledo distrito 01;Variación anual;2019;5,2
Total Nacional;4516801 Toledo distrito 01;Variación anual;2018;1,2
Total Nacional;4516801 Toledo distrito 01;Variación anual;2017;1,8
Total Nacional;4516801 Toledo distrito 01;Variación anual;2016;..
Total Nacional;4516801 Toledo distrito 01;Variación anual;2015;..
Total Nacional;4516801 Toledo distrito 01;Variación anual;2014;..
Total Nacional;4516801 Toledo distrito 01;Variación anual;2013;..
Total Nacional;4516801 Toledo distrito 01;Variación anual;2012;..
Total Nacional;4516801 Toledo distrito 01;Variación anual;2011;..
Total Nacional;4516802 Toledo distrito 02;Índice;2022;116,378
Total Nacional;4516802 Toledo distrito 02;Índice;2021;111,815
Total Nacional;4516802 Toledo distrito 02;Índice;2020;110,786
Total Nacional;4516802 Toledo distrito 02;Índice;2019;108,704
Total Nacional;4516802 Toledo distrito 02;Índice;2018;103,121
